id,term,date_time,type_id,class_id,student_id,class_name
114084,2013-2014-1,2014/2/25 07:30:07,100100,680,10886,高三(11)
119202,2013-2014-2,2014/3/27 10:11:18,300200,680,10886,高三(11)
115233,,2014/3/3 10:10:14,300200,680,10886,高三(11)
117016,2013-2014-2,2014/3/17 10:09:17,300200,680,10886,高三(11)
119258,2013-2014-2,2014/3/27 10:09:34,300200,678,10887,高三(07)
112956,2013-2014-1,2014/1/6 08:16:46,100100,678,10887,高三(07)
119571,2013-2014-2,2014/3/31 07:20:21,200100,678,10887,高三(07)
119572,2013-2014-2,2014/3/31 07:20:21,200100,678,10887,高三(07)
119573,2013-2014-2,2014/3/31 07:20:21,200100,678,10887,高三(07)
122798,2013-2014-2,2014/4/28 07:35:58,100100,678,10887,高三(07)
115871,2013-2014-2,2014/3/5 07:16:46,200100,678,10887,高三(07)
124287,2013-2014-2,2014/5/19 07:37:00,200100,678,10887,高三(07)
119259,2013-2014-2,2014/3/27 10:09:34,300200,678,10887,高三(07)
119260,2013-2014-2,2014/3/27 10:09:34,300200,678,10887,高三(07)
122163,2013-2014-2,2014/4/15 07:37:00,100100,678,10887,高三(07)
117061,2013-2014-2,2014/3/17 10:10:33,300200,672,10888,高三(09)
112126,2013-2014-1,2014/1/2 10:09:51,300200,672,10888,高三(09)
112536,2013-2014-1,2014/1/3 10:10:38,300200,672,10888,高三(09)
114583,2013-2014-1,2014/2/27 10:13:15,300200,672,10888,高三(09)
115795,,2014/3/10 06:43:18,300100,672,10889,高三(09)
112299,2013-2014-1,2014/1/3 06:42:29,300100,672,10889,高三(09)
114176,2013-2014-1,2014/2/27 06:36:50,300100,672,10889,高三(09)
116078,,2014/3/11 06:39:22,300100,672,10889,高三(09)
112535,2013-2014-1,2014/1/3 10:10:40,300200,672,10889,高三(09)
112127,2013-2014-1,2014/1/2 10:09:48,300200,672,10889,高三(09)
118113,2013-2014-2,2014/3/24 06:40:03,300100,672,10889,高三(09)
115047,,2014/3/3 06:39:34,300100,672,10889,高三(09)
111886,2013-2014-1,2014/1/2 06:41:01,300100,672,10889,高三(09)
114698,2013-2014-1,2014/2/28 06:39:14,300100,672,10889,高三(09)
117715,2013-2014-2,2014/3/21 06:37:57,300100,672,10889,高三(09)
114582,2013-2014-1,2014/2/27 10:13:17,300200,672,10889,高三(09)
113833,2013-2014-1,2014/2/24 06:35:34,300100,672,10889,高三(09)
119681,2013-2014-2,2014/3/31 10:08:40,300200,680,10890,高三(11)
123571,2013-2014-2,2014/5/4 07:23:41,200100,680,10890,高三(11)
119682,2013-2014-2,2014/3/31 10:08:40,300200,680,10890,高三(11)
120073,2013-2014-2,2014/4/4 10:09:50,300200,680,10890,高三(11)
119683,2013-2014-2,2014/3/31 10:08:40,300200,680,10890,高三(11)
120074,2013-2014-2,2014/4/4 10:09:50,300200,680,10890,高三(11)
120075,2013-2014-2,2014/4/4 10:09:50,300200,680,10890,高三(11)
114548,2013-2014-1,2014/2/27 10:11:27,300200,674,10891,高三(08)
112103,2013-2014-1,2014/1/2 10:08:56,300200,674,10891,高三(08)
112636,2013-2014-1,2014/1/7 06:33:00,300100,674,10892,高三(08)
114709,2013-2014-1,2014/2/28 06:39:47,300100,674,10892,高三(08)
119148,2013-2014-2,2014/3/27 06:33:19,300100,674,10892,高三(08)
118648,2013-2014-2,2014/3/26 06:34:20,300100,674,10892,高三(08)
117709,2013-2014-2,2014/3/21 06:36:15,300100,674,10892,高三(08)
113770,2013-2014-1,2014/2/24 06:31:26,300100,674,10892,高三(08)
114964,,2014/3/3 06:30:18,300100,674,10892,高三(08)
119430,2013-2014-2,2014/3/31 06:31:03,300100,674,10892,高三(08)
118403,2013-2014-2,2014/3/25 06:30:20,300100,674,10892,高三(08)
120344,2013-2014-2,2014/4/4 06:34:37,300100,674,10892,高三(08)
118029,2013-2014-2,2014/3/24 06:26:19,300100,674,10892,高三(08)
111829,2013-2014-1,2014/1/2 06:34:11,300100,674,10892,高三(08)
114183,2013-2014-1,2014/2/27 06:37:05,300100,674,10892,高三(08)
119766,2013-2014-2,2014/4/2 06:32:38,300100,674,10892,高三(08)
115860,,2014/3/10 06:48:43,300100,674,10892,高三(08)
112210,2013-2014-1,2014/1/3 06:33:50,300100,674,10892,高三(08)
120561,2013-2014-2,2014/4/9 06:33:47,300100,674,10892,高三(08)
117858,2013-2014-2,2014/3/21 07:36:16,100100,680,10893,高三(11)
119203,2013-2014-2,2014/3/27 10:11:17,300200,680,10893,高三(11)
119689,2013-2014-2,2014/3/31 10:08:48,300200,680,10893,高三(11)
112612,2013-2014-1,2014/1/6 08:00:34,100100,680,10893,高三(11)
117955,2013-2014-2,2014/3/21 10:10:54,300200,680,10893,高三(11)
123544,2013-2014-2,2014/5/9 07:19:26,200100,680,10893,高三(11)
122218,2013-2014-2,2014/4/15 10:09:38,300200,680,10893,高三(11)
115263,,2014/3/3 10:11:23,300200,674,10894,高三(08)
115262,,2014/3/3 10:11:23,300200,674,10894,高三(08)
122167,2013-2014-2,2014/4/15 10:05:25,300200,680,10895,高三(11)
120475,2013-2014-2,2014/4/8 10:10:08,300200,680,10895,高三(11)
119191,2013-2014-2,2014/3/27 10:11:29,300200,680,10895,高三(11)
120629,2013-2014-2,2014/4/9 06:41:02,300100,680,10896,高三(11)
119495,2013-2014-2,2014/3/31 06:39:10,300100,680,10896,高三(11)
118719,2013-2014-2,2014/3/26 06:40:15,300100,680,10896,高三(11)
117724,2013-2014-2,2014/3/21 06:38:33,300100,680,10896,高三(11)
118419,2013-2014-2,2014/3/25 06:33:27,300100,680,10896,高三(11)
117954,2013-2014-2,2014/3/21 10:10:54,300200,680,10896,高三(11)
112219,2013-2014-1,2014/1/3 06:36:42,300100,680,10896,高三(11)
119115,2013-2014-2,2014/3/27 06:37:21,300100,680,10896,高三(11)
119204,2013-2014-2,2014/3/27 10:11:16,300200,680,10896,高三(11)
116020,,2014/3/11 06:31:34,300100,680,10896,高三(11)
113947,2013-2014-1,2014/2/24 06:39:44,300100,680,10896,高三(11)
115048,,2014/3/3 06:39:58,300100,680,10896,高三(11)
112623,2013-2014-1,2014/1/7 06:30:38,300100,680,10896,高三(11)
111836,2013-2014-1,2014/1/2 06:35:21,300100,680,10896,高三(11)
122234,2013-2014-2,2014/4/15 10:09:40,300200,680,10896,高三(11)
120299,2013-2014-2,2014/4/4 06:38:53,300100,680,10896,高三(11)
114665,2013-2014-1,2014/2/28 06:37:15,300100,680,10896,高三(11)
118053,2013-2014-2,2014/3/24 06:34:17,300100,680,10896,高三(11)
119690,2013-2014-2,2014/3/31 10:08:47,300200,680,10896,高三(11)
114366,2013-2014-1,2014/2/27 06:46:39,300100,680,10896,高三(11)
115251,,2014/3/3 10:10:44,300200,680,10897,高三(11)
119685,2013-2014-2,2014/3/31 10:08:38,300200,680,10897,高三(11)
117979,2013-2014-2,2014/3/21 10:11:27,300200,680,10897,高三(11)
112221,2013-2014-1,2014/1/3 06:36:39,300100,680,10898,高三(11)
112625,2013-2014-1,2014/1/7 06:30:35,300100,680,10898,高三(11)
117691,2013-2014-2,2014/3/21 06:33:13,300100,680,10898,高三(11)
117935,2013-2014-2,2014/3/21 10:10:11,300200,680,10898,高三(11)
119207,2013-2014-2,2014/3/27 10:11:05,300200,680,10898,高三(11)
120506,2013-2014-2,2014/4/8 10:11:27,300200,680,10898,高三(11)
111834,2013-2014-1,2014/1/2 06:35:10,300100,680,10898,高三(11)
113102,2013-2014-1,2014/1/14 10:10:31,300200,680,10898,高三(11)
114365,2013-2014-1,2014/2/27 06:46:40,300100,680,10898,高三(11)
119679,2013-2014-2,2014/3/31 10:08:24,300200,680,10898,高三(11)
122667,2013-2014-2,2014/4/24 06:41:37,300100,680,10898,高三(11)
116024,,2014/3/11 06:32:05,300100,680,10898,高三(11)
120297,2013-2014-2,2014/4/4 06:39:01,300100,680,10898,高三(11)
120623,2013-2014-2,2014/4/9 06:40:52,300100,680,10898,高三(11)
115054,,2014/3/3 06:40:01,300100,680,10898,高三(11)
119489,2013-2014-2,2014/3/31 06:38:34,300100,680,10898,高三(11)
119110,2013-2014-2,2014/3/27 06:37:35,300100,680,10898,高三(11)
118717,2013-2014-2,2014/3/26 06:40:18,300100,680,10898,高三(11)
122200,2013-2014-2,2014/4/15 10:09:04,300200,680,10898,高三(11)
118457,2013-2014-2,2014/3/25 06:37:32,300100,680,10898,高三(11)
113776,2013-2014-1,2014/2/24 06:32:29,300100,680,10898,高三(11)
113777,2013-2014-1,2014/2/24 06:32:45,300100,680,10898,高三(11)
118062,2013-2014-2,2014/3/24 06:35:20,300100,680,10898,高三(11)
113381,2013-2014-1,2014/1/16 10:09:34,300200,678,10899,高三(07)
113382,2013-2014-1,2014/1/16 10:09:34,300200,678,10899,高三(07)
116375,2013-2014-2,2014/3/13 10:11:58,300200,680,10900,高三(11)
114573,2013-2014-1,2014/2/27 10:12:54,300200,680,10900,高三(11)
117031,2013-2014-2,2014/3/17 10:09:35,300200,680,10900,高三(11)
116665,2013-2014-2,2014/3/14 10:09:09,300200,680,10901,高三(11)
122192,2013-2014-2,2014/4/15 10:08:54,300200,680,10901,高三(11)
117849,2013-2014-2,2014/3/21 07:16:06,200100,678,10902,高三(07)
113513,2013-2014-2,2014/2/17 07:15:31,200100,678,10902,高三(07)
116680,2013-2014-2,2014/3/14 10:09:22,300200,680,10904,高三(11)
114536,2013-2014-1,2014/2/27 10:11:02,300200,680,10904,高三(11)
116363,2013-2014-2,2014/3/13 10:11:44,300200,680,10904,高三(11)
116002,,2014/3/10 10:11:59,300200,680,10904,高三(11)
114888,,2014/3/4 07:33:27,100100,680,10904,高三(11)
121896,2013-2014-2,2014/4/14 10:00:55,300200,680,10904,高三(11)
122350,2013-2014-2,2014/4/15 10:05:39,300200,680,10904,高三(11)
115258,,2014/3/3 10:11:07,300200,680,10904,高三(11)
115688,2013-2014-2,2014/3/4 07:30:29,100100,680,10904,高三(11)
122166,2013-2014-2,2014/4/15 10:05:22,300200,680,10905,高三(11)
112027,2013-2014-1,2014/1/2 07:28:14,100100,680,10905,高三(11)
113138,2013-2014-1,2014/1/15 07:29:33,100100,680,10905,高三(11)
116369,2013-2014-2,2014/3/13 10:11:47,300200,680,10907,高三(11)
122193,2013-2014-2,2014/4/15 10:08:53,300200,680,10907,高三(11)
113406,2013-2014-1,2014/1/16 10:10:14,300200,680,10907,高三(11)
116666,2013-2014-2,2014/3/14 10:09:08,300200,680,10907,高三(11)
112613,2013-2014-1,2014/1/6 08:00:26,100100,680,10908,高三(11)
120072,2013-2014-2,2014/4/4 10:09:52,300200,680,10908,高三(11)
117857,2013-2014-2,2014/3/21 07:36:18,100100,680,10908,高三(11)
114535,2013-2014-1,2014/2/27 10:11:03,300200,680,10908,高三(11)
117653,2013-2014-2,2014/3/20 07:21:06,200100,678,10911,高三(07)
124064,2013-2014-2,2014/5/14 15:59:59,100200,672,10912,高三(09)
114447,2013-2014-1,2014/2/27 07:29:49,200100,672,10912,高三(09)
112898,2013-2014-1,2014/1/8 07:30:12,100100,672,10912,高三(09)
119578,2013-2014-2,2014/3/31 07:24:27,100000,672,10912,高三(09)
114072,2013-2014-1,2014/2/25 07:16:30,200100,672,10913,高三(09)
113520,2013-2014-2,2014/2/17 07:15:31,200100,672,10915,高三(09)
115666,2013-2014-2,2014/3/7 07:37:00,100100,672,10918,高三(09)
114105,2013-2014-1,2014/2/26 07:30:33,100100,672,10918,高三(09)
114106,2013-2014-1,2014/2/26 07:30:28,200100,672,10918,高三(09)
118835,2013-2014-2,2014/3/26 07:32:58,100100,672,10918,高三(09)
118993,2013-2014-2,2014/3/27 07:27:49,100100,672,10918,高三(09)
123568,2013-2014-2,2014/5/9 07:23:41,200100,672,10918,高三(09)
114913,,2014/3/6 07:20:04,200100,672,10918,高三(09)
112952,2013-2014-1,2014/1/13 07:42:47,100100,672,10920,高三(09)
113140,2013-2014-1,2014/1/15 07:30:37,100100,672,10920,高三(09)
113552,2013-2014-1,2014/2/20 07:34:23,100100,672,10920,高三(09)
117853,2013-2014-2,2014/3/21 07:33:34,100100,672,10920,高三(09)
113543,2013-2014-1,2014/2/19 07:34:24,100100,672,10920,高三(09)
114092,2013-2014-1,2014/2/25 07:32:58,100100,672,10920,高三(09)
119934,2013-2014-2,2014/4/2 07:18:42,200100,672,10921,高三(09)
119935,2013-2014-2,2014/4/2 07:18:42,200100,672,10921,高三(09)
113519,2013-2014-2,2014/2/17 07:15:31,200100,672,10921,高三(09)
113540,2013-2014-1,2014/2/19 07:32:29,100100,672,10921,高三(09)
119705,2013-2014-2,2014/4/1 07:25:39,100100,672,10921,高三(09)
119706,2013-2014-2,2014/4/1 07:25:39,100100,672,10921,高三(09)
124522,2013-2014-2,2014/5/20 08:09:05,200200,678,10922,高三(07)
112946,2013-2014-1,2014/1/13 07:32:17,200100,678,10923,高三(07)
112947,2013-2014-1,2014/1/13 07:32:24,100100,678,10923,高三(07)
124295,2013-2014-2,2014/5/19 07:37:00,200100,680,10926,高三(11)
126312,2013-2014-2,2014/6/8 11:19:26,200200,680,10926,高三(11)
126311,2013-2014-2,2014/6/8 11:19:32,200200,680,10926,高三(11)
126313,2013-2014-2,2014/6/8 11:19:38,200200,680,10926,高三(11)
121900,2013-2014-2,2014/4/14 10:00:55,300200,673,10929,高三(12)
114584,2013-2014-1,2014/2/27 10:13:11,300200,673,10929,高三(12)
122296,2013-2014-2,2014/4/15 10:11:55,300200,673,10929,高三(12)
113249,2013-2014-1,2014/1/15 10:09:48,300200,674,10930,高三(08)
115234,,2014/3/3 10:10:12,300200,674,10931,高三(08)
116261,,2014/3/12 07:29:20,100100,674,10931,高三(08)
112142,2013-2014-1,2014/1/2 10:10:20,300200,673,10932,高三(12)
116329,2013-2014-2,2014/3/13 10:09:15,300200,673,10932,高三(12)
113435,2013-2014-1,2014/1/16 10:11:30,300200,673,10932,高三(12)
120430,2013-2014-2,2014/4/8 10:06:54,300200,674,10933,高三(08)
115271,,2014/3/3 10:11:26,300200,674,10935,高三(08)
122349,2013-2014-2,2014/4/15 10:05:39,300200,674,10936,高三(08)
122310,2013-2014-2,2014/4/15 10:12:34,300200,673,10937,高三(12)
114546,2013-2014-1,2014/2/27 10:11:30,300200,674,10938,高三(08)
115225,,2014/3/3 10:10:11,300200,674,10938,高三(08)
114545,2013-2014-1,2014/2/27 10:11:30,300200,674,10938,高三(08)
115226,,2014/3/3 10:10:11,300200,674,10938,高三(08)
112463,2013-2014-1,2014/1/3 10:07:27,300200,674,10938,高三(08)
112462,2013-2014-1,2014/1/3 10:07:27,300200,674,10938,高三(08)
115231,,2014/3/3 10:10:18,300200,674,10940,高三(08)
114547,2013-2014-1,2014/2/27 10:11:29,300200,674,10940,高三(08)
122348,2013-2014-2,2014/4/15 10:05:39,300200,674,10942,高三(08)
123566,2013-2014-2,2014/5/9 07:23:41,200100,674,10942,高三(08)
114564,2013-2014-1,2014/2/27 10:12:34,300200,673,10943,高三(12)
115232,,2014/3/3 10:10:17,300200,674,10944,高三(08)
112088,2013-2014-1,2014/1/2 10:07:50,300200,674,10944,高三(08)
119675,2013-2014-2,2014/3/31 10:08:13,300200,674,10944,高三(08)
122164,2013-2014-2,2014/4/15 07:37:00,100100,674,10945,高三(08)
119216,2013-2014-2,2014/3/27 10:10:33,300200,674,10945,高三(08)
112606,2013-2014-1,2014/1/6 07:30:40,100100,674,10945,高三(08)
118983,2013-2014-2,2014/3/28 07:30:40,100100,674,10946,高三(08)
112464,2013-2014-1,2014/1/3 10:07:26,300200,674,10946,高三(08)
112087,2013-2014-1,2014/1/2 10:07:52,300200,674,10946,高三(08)
116251,,2014/3/12 07:28:11,100100,674,10946,高三(08)
117856,2013-2014-2,2014/3/21 07:36:25,100100,674,10946,高三(08)
124559,2013-2014-2,2014/5/22 07:03:08,100000,673,10950,高三(12)
120331,2013-2014-2,2014/4/4 06:35:50,300100,674,10953,高三(08)
120645,2013-2014-2,2014/4/9 06:43:03,300100,674,10953,高三(08)
114981,,2014/3/3 06:34:45,300100,674,10953,高三(08)
112719,2013-2014-1,2014/1/7 06:40:58,300100,674,10953,高三(08)
118054,2013-2014-2,2014/3/24 06:34:33,300100,674,10953,高三(08)
118502,2013-2014-2,2014/3/25 06:41:12,300100,674,10953,高三(08)
114621,2013-2014-1,2014/2/28 06:32:03,300100,674,10953,高三(08)
114180,2013-2014-1,2014/2/27 06:37:00,300100,674,10953,高三(08)
113781,2013-2014-1,2014/2/24 06:33:11,300100,674,10953,高三(08)
117717,2013-2014-2,2014/3/21 06:37:49,300100,674,10953,高三(08)
119457,2013-2014-2,2014/3/31 06:34:45,300100,674,10953,高三(08)
111867,2013-2014-1,2014/1/2 06:39:22,300100,674,10953,高三(08)
119111,2013-2014-2,2014/3/27 06:37:33,300100,674,10953,高三(08)
112235,2013-2014-1,2014/1/3 06:39:28,300100,674,10953,高三(08)
